NAME,CZ,LOGMSTAR,LOGMH,RADEG,DEDEG,GRPCZ,CCR,CCB
ECO01839,7352.4,8.89,10.8,183.667,21.596,7352.4,1.28,1.0
ECO01840,7166.6,8.85,11.68,183.726,22.142,7164.0,1.16,1.0
ECO01841,7411.3,8.73,11.03,183.726,21.901,7280.8,1.27,1.0
ECO01842,7356.2,8.73,10.9,183.743,19.516,7356.2,1.11,1.0
ECO01843,6688.3,9.19,13.52,183.769,23.933,6699.1,1.15,1.0
ECO01844,6844.3,8.71,13.52,183.799,23.986,6699.1,1.1,1.0
ECO01845,7199.2,8.71,10.77,134.824,39.247,7199.2,1.49,1.0
ECO01846,7112.1,9.11,11.02,147.493,5.52,7112.1,1.08,1.0
ECO01847,7454.1,8.65,10.85,183.83,21.492,7454.1,1.2,1.0
ECO01848,7232.1,8.79,10.85,183.84,22.635,7232.1,1.17,1.0
ECO01849,7465.6,10.33,11.44,183.842,23.994,7465.6,1.1,1.0
ECO01850,6686.6,9.57,13.52,183.963,24.007,6699.1,1.06,1.0
ECO01851,6677.1,8.61,10.78,183.995,17.63,6677.1,1.32,1.0
ECO01852,6734.6,8.29,10.78,184.371,24.486,6734.6,1.48,1.0
ECO01853,6771.4,8.65,10.87,184.652,16.974,6771.4,1.13,1.0
ECO01854,6821.7,9.79,11.57,184.848,25.051,6701.4,1.11,1.0
ECO01855,6472.9,8.71,10.88,147.817,33.724,6472.9,1.17,1.0
ECO01856,7379.9,8.65,11.27,184.875,25.743,7399.9,1.11,1.0
ECO01857,6599.9,6.91,11.57,184.89,24.905,6701.4,1.46,1.0
ECO01858,7361.4,9.11,10.86,184.897,24.193,7361.4,1.1,1.0
ECO01859,6709.8,9.19,12.58,185.037,25.586,6906.0,1.1,1.0
ECO01860,6619.8,8.55,10.79,185.347,23.985,6619.8,1.33,1.0
ECO01861,6592.7,8.29,10.77,185.485,25.957,6592.7,1.55,1.0
ECO01862,6870.1,8.57,10.8,185.858,4.525,6870.1,1.31,1.0
ECO01863,7440.0,8.47,10.83,186.477,5.296,7440.0,1.26,1.0
ECO01864,6728.0,8.81,10.81,186.947,22.562,6728.0,1.23,1.0
ECO01865,6883.4,8.69,10.88,187.505,23.184,6883.4,1.15,1.0
ECO01866,7294.1,8.59,11.29,147.854,1.92,7269.1,1.14,1.0
ECO01867,6877.8,8.29,10.78,187.653,22.76,6877.8,1.48,1.0
ECO01868,6875.3,8.39,10.78,187.71,18.146,6875.3,1.39,1.0
ECO01869,6404.0,9.29,10.83,188.718,26.175,6404.0,1.15,1.0
ECO01870,6843.6,8.37,10.77,188.829,23.026,6843.6,1.43,1.0
ECO01871,6752.5,8.47,10.8,188.888,17.44,6752.5,1.34,1.0
ECO01872,6229.2,8.73,10.81,189.181,26.113,6229.2,1.23,1.0
ECO01873,6500.6,8.65,10.91,189.949,24.173,6500.6,1.1,1.0
ECO01874,7349.3,8.91,10.81,190.093,27.451,7349.3,1.23,1.0
ECO01875,6426.2,8.75,10.84,190.329,21.673,6426.2,1.18,1.0
ECO01876,5946.3,8.71,10.78,190.563,26.58,5946.3,1.28,1.0
ECO01877,7157.5,8.69,10.92,148.134,26.232,7157.5,1.12,1.0
ECO01878,7432.5,8.57,10.95,190.725,27.774,7440.5,1.53,1.0
ECO01879,7040.5,8.91,10.84,191.082,21.47,7040.5,1.2,1.0
ECO01880,7147.2,8.89,10.9,191.339,28.591,7147.2,1.14,1.0
ECO01881,7205.1,8.51,12.67,191.393,23.073,6991.4,1.44,1.0
ECO01882,6724.2,8.73,10.99,191.398,22.057,6698.0,1.15,1.0
ECO01883,7048.5,8.71,12.5,191.771,9.937,7182.6,1.22,1.0
ECO01884,7428.2,8.45,12.5,191.868,9.888,7182.6,1.48,1.0
ECO01885,6928.2,8.53,12.28,191.978,26.953,6987.5,1.32,1.0
ECO01886,7215.7,9.05,10.9,192.343,26.744,7215.7,1.1,1.0
ECO01887,7224.0,8.69,12.23,148.185,19.566,7158.6,1.1,1.0
ECO01888,7075.1,9.21,10.95,192.445,27.641,6961.3,1.15,1.0
ECO01889,6681.4,8.73,10.86,192.459,17.867,6681.4,1.16,1.0
ECO01890,6593.9,8.59,10.78,192.47,21.996,6593.9,1.39,1.0
ECO01891,7124.1,8.73,10.88,192.518,9.581,7124.1,1.13,1.0
ECO01892,6988.0,8.89,12.4,192.587,27.937,6955.5,1.23,1.0
ECO01893,5824.7,9.09,11.39,192.611,26.735,5714.5,1.17,1.0
ECO01894,6608.8,8.55,10.84,192.783,17.176,6608.8,1.26,1.0
ECO01895,7292.6,8.95,10.79,192.857,28.121,7292.6,1.31,1.0
ECO01896,6803.5,9.35,11.96,192.965,27.256,7058.8,1.09,1.0
ECO01897,7277.2,8.97,10.77,193.124,27.803,7277.2,1.43,1.0
ECO01898,7413.3,8.55,10.76,149.034,1.477,7413.3,1.51,1.0
ECO01899,7114.2,8.37,10.8,193.441,6.845,7114.2,1.39,1.0
ECO01900,7293.6,9.37,10.93,193.512,25.761,7293.6,1.03,1.0
ECO01901,6014.8,9.07,10.83,193.72,26.576,6014.8,1.18,1.0
ECO01902,7445.7,9.03,10.76,193.752,27.194,7445.7,1.37,1.0
ECO01903,7110.4,9.39,14.45,193.837,27.669,6589.0,1.11,1.42
ECO01904,7352.0,9.13,14.45,194.097,27.544,6589.0,1.21,1.42
ECO01905,7342.7,9.03,14.45,194.171,27.448,6589.0,1.21,1.42
ECO01906,6766.1,9.25,14.45,194.277,28.297,6589.0,1.06,1.42
ECO01907,7002.6,8.87,14.45,194.303,28.134,6589.0,1.42,1.42
ECO01908,7075.8,8.93,14.45,194.38,28.018,6589.0,1.08,1.42
ECO01909,6408.6,8.59,10.82,149.287,31.866,6408.6,1.25,1.0
ECO01910,6821.8,9.53,14.45,194.401,28.233,6589.0,1.05,1.42
ECO01911,7352.5,9.17,14.45,194.462,27.491,6589.0,1.25,1.42
ECO01912,7115.0,9.05,14.45,194.549,27.542,6589.0,1.39,1.42
ECO01913,6730.6,8.43,11.35,194.645,24.393,6750.7,1.21,1.0
ECO01914,7122.4,9.15,14.45,194.65,27.873,6589.0,1.15,1.42
ECO01915,6706.6,8.99,14.45,194.712,27.996,6589.0,1.32,1.42
ECO01916,7218.9,8.59,10.8,194.714,6.637,7218.9,1.3,1.0
ECO01917,6088.1,9.01,14.45,194.721,28.234,6589.0,1.34,1.42
ECO01918,6816.6,9.13,14.45,194.936,27.89,6589.0,1.14,1.42
ECO01919,6422.9,8.87,14.45,195.026,28.252,6589.0,1.09,1.42
ECO01920,7069.5,9.03,10.77,149.504,35.341,7069.5,1.44,1.0
ECO01921,6628.1,9.09,10.84,195.044,26.461,6628.1,1.15,1.0
ECO01922,7133.8,8.91,10.91,195.065,27.257,7206.2,1.52,1.0
ECO01923,7278.6,8.79,10.91,195.1,27.287,7206.2,1.43,1.0
ECO01924,7075.3,9.07,14.45,195.126,28.16,6589.0,1.19,1.42
ECO01925,7376.9,9.01,14.45,195.297,27.743,6589.0,1.33,1.42
ECO01926,6071.7,9.27,10.88,195.45,27.355,6071.7,1.11,1.0
ECO01927,7260.6,9.23,12.01,195.525,27.765,7083.6,1.11,1.0
ECO01928,6673.9,8.43,10.82,195.803,19.978,6673.9,1.32,1.0
ECO01929,7409.2,8.63,10.9,195.959,23.633,7409.2,1.15,1.0
ECO01930,7270.5,8.55,10.86,196.031,25.725,7270.5,1.19,1.0
ECO01931,6314.3,8.61,11.4,149.886,29.357,6312.9,1.31,1.0
ECO01932,6967.9,8.71,11.04,196.058,27.56,7024.1,1.44,1.0
ECO01933,6589.1,8.91,13.33,196.18,28.252,6425.0,1.15,1.0
ECO01934,7253.3,9.03,11.03,196.349,27.102,7189.7,1.1,1.0
ECO01935,7126.1,9.11,11.03,196.357,27.08,7189.7,1.04,1.0
ECO01936,6360.4,9.19,10.86,196.438,27.315,6360.4,1.1,1.0
ECO01937,7053.7,8.59,10.82,196.544,6.286,7053.7,1.26,1.0
ECO01938,6749.4,8.59,10.88,196.737,24.765,6749.4,1.17,1.0
ECO01939,6728.4,8.97,11.13,196.795,18.462,6727.8,1.29,1.0
ECO01940,7085.5,8.81,12.38,196.91,6.43,7085.3,1.16,1.0
ECO01941,6980.8,9.29,12.44,150.001,12.935,7072.2,1.14,1.0
ECO01942,7152.5,8.81,12.38,197.052,6.415,7085.3,1.11,1.0
ECO01943,6653.7,9.07,10.82,197.111,28.135,6653.7,1.19,1.0
ECO01944,7074.0,8.59,10.86,197.266,8.199,7074.0,1.18,1.0
ECO01945,6478.6,8.85,10.89,197.343,24.092,6478.6,1.09,1.0
ECO01946,6974.8,8.83,11.25,197.664,17.437,6983.6,1.18,1.0
ECO01947,7047.5,8.55,10.8,197.696,25.079,7047.5,1.29,1.0
ECO01948,7005.0,8.83,10.86,197.727,22.115,7005.0,1.17,1.0
ECO01949,7426.5,8.63,10.84,197.771,23.98,7426.5,1.23,1.0
ECO01950,7118.8,8.55,10.77,197.855,24.86,7118.8,1.47,1.0
ECO01951,6677.9,8.71,10.84,197.996,16.711,6677.9,1.21,1.0
ECO01952,6409.2,8.53,10.81,135.327,29.508,6409.2,1.39,1.0
ECO01953,6935.1,8.47,10.81,150.891,22.718,6935.1,1.33,1.0
ECO01954,6602.7,8.33,11.03,198.207,21.232,6663.3,1.46,1.0
ECO01955,7046.7,8.89,10.84,198.254,6.465,7046.7,1.17,1.0
ECO01956,6983.4,8.63,10.85,198.279,22.114,6983.4,1.22,1.0
ECO01957,6989.6,8.59,10.81,198.373,7.891,6989.6,1.25,1.0
ECO01958,7043.8,8.85,10.89,199.119,17.45,7043.8,1.08,1.0
ECO01959,7201.3,8.39,10.81,199.48,23.261,7201.3,1.35,1.0
ECO01960,6704.6,8.67,10.81,199.574,20.351,6704.6,1.33,1.0
ECO01961,6931.1,8.71,10.85,199.779,23.358,6931.1,1.2,1.0
ECO01962,6862.1,8.69,10.83,199.879,22.316,6862.1,1.28,1.0
ECO01963,6215.9,8.63,10.81,151.259,31.796,6215.9,1.33,1.0
ECO01964,7011.5,9.03,10.93,199.991,23.229,7011.5,1.02,1.0
ECO01965,7069.5,8.33,10.94,200.486,24.729,7040.8,1.52,1.0
ECO01966,7012.0,8.71,10.94,200.527,24.72,7040.8,1.2,1.0
ECO01967,6746.5,8.77,10.81,200.68,21.749,6746.5,1.32,1.0
ECO01968,7229.7,8.65,10.81,200.854,18.908,7229.7,1.31,1.0
ECO01969,7240.5,8.73,10.8,200.934,17.028,7240.5,1.31,1.0
ECO01970,7146.4,8.41,11.99,201.596,19.867,7144.6,1.34,1.0
ECO01971,7232.2,8.55,10.81,201.62,16.958,7232.2,1.33,1.0
ECO01972,5637.2,8.55,12.56,201.721,36.05,5613.1,1.33,1.0
ECO01973,6456.2,8.87,11.84,151.591,31.157,6452.2,1.27,1.0
ECO01974,5850.5,8.45,11.67,202.101,20.996,5966.9,1.32,1.0
ECO01975,6028.7,8.57,11.67,202.135,20.962,5966.9,1.3,1.0
ECO01976,7436.3,8.91,10.95,202.413,25.798,7436.3,1.08,1.0
ECO01977,7411.0,8.59,10.8,202.841,26.193,7411.0,1.3,1.0
ECO01978,7304.9,8.65,10.76,203.059,7.889,7304.9,1.51,1.0
ECO01979,7073.4,8.67,10.75,203.127,7.717,7073.4,1.46,1.0
ECO01980,6477.4,8.73,10.82,203.135,17.961,6477.4,1.28,1.0
ECO01981,6717.9,8.79,11.02,203.176,6.758,6778.3,1.17,1.0
ECO01982,7126.7,8.81,12.96,203.234,18.148,6886.1,1.39,1.0
ECO01983,6855.3,9.25,12.96,203.24,18.204,6886.1,1.11,1.0
ECO01984,7382.0,8.67,11.58,151.804,46.559,7287.2,1.32,1.0
ECO01985,6594.5,9.13,13.6,203.25,7.326,6819.7,1.16,1.0
ECO01986,7131.1,8.97,11.37,203.251,17.164,7103.8,1.29,1.0
ECO01987,6913.2,9.07,11.07,203.273,18.402,6933.4,1.06,1.0
ECO01988,6911.5,8.39,10.8,203.394,21.781,6911.5,1.4,1.0
ECO01989,7430.5,8.61,10.84,203.497,8.287,7430.5,1.24,1.0
ECO01990,6772.1,8.91,11.53,203.563,18.326,6750.9,1.11,1.0
ECO01991,7240.2,8.81,10.82,203.6,7.428,7240.2,1.25,1.0
ECO01992,7153.8,8.33,10.85,203.637,5.946,7153.8,1.23,1.0
ECO01993,6583.5,8.99,12.61,203.777,6.497,6710.0,1.09,1.0
ECO01994,6974.3,8.75,10.85,204.018,18.315,6974.3,1.18,1.0
ECO01995,6369.6,8.65,10.85,151.845,31.369,6369.6,1.21,1.0
ECO01996,7228.2,8.33,11.4,204.169,8.243,7056.1,1.12,1.0
ECO01997,6922.9,8.85,10.85,204.562,18.411,6922.9,1.16,1.0
ECO01998,6887.0,8.51,10.8,204.8,15.441,6887.0,1.41,1.0
ECO01999,7054.5,8.65,10.82,205.092,16.628,7054.5,1.29,1.0
ECO02000,7034.5,8.63,10.8,205.113,6.115,7034.5,1.34,1.0
ECO02001,7420.2,9.03,11.77,205.696,16.657,7385.7,1.11,1.0
ECO02002,6672.8,8.65,10.86,206.186,16.706,6672.8,1.18,1.0
ECO02003,6873.1,8.67,10.8,206.286,19.079,6873.1,1.35,1.0
ECO02004,6773.4,8.67,10.87,206.505,6.145,6773.4,1.15,1.0
ECO02005,6768.0,8.27,10.8,206.611,18.795,6768.0,1.45,1.0
ECO02006,7213.5,8.41,10.75,152.342,40.508,7213.5,1.55,1.0
ECO02007,6756.6,8.61,11.97,207.078,23.957,6901.0,1.23,1.0
ECO02008,6925.6,8.75,11.97,207.12,23.862,6901.0,1.38,1.0
ECO02009,6918.4,8.99,11.97,207.205,24.001,6901.0,1.07,1.0
ECO02010,7052.8,8.59,10.8,207.289,24.52,7052.8,1.36,1.0
ECO02011,6955.3,8.43,10.77,208.11,19.86,6955.3,1.47,1.0
ECO02012,6645.7,8.77,11.91,208.855,17.528,6583.8,1.32,1.0
ECO02013,7276.6,8.61,11.65,208.9,15.091,7206.9,1.18,1.0
ECO02014,7138.5,8.81,10.81,208.917,15.3,7138.5,1.24,1.0
ECO02015,7038.6,8.53,10.84,209.09,31.555,7038.6,1.22,1.0
ECO02016,7214.2,8.57,12.29,209.249,9.931,6971.3,1.16,1.0
ECO02017,7312.3,8.55,10.93,153.109,5.722,7312.3,1.11,1.0
ECO02018,6506.9,8.41,11.05,209.432,18.407,6539.5,1.29,1.0
ECO02019,7298.9,8.57,11.96,209.58,7.393,7167.0,1.44,1.0
ECO02020,5857.9,8.51,11.04,209.651,29.356,5843.1,1.41,1.0
ECO02021,6558.7,8.47,11.39,209.766,15.25,6592.5,1.38,1.0
ECO02022,7462.4,8.61,11.34,209.777,15.576,7447.5,1.1,1.0
ECO02023,6620.3,8.81,10.89,209.872,18.733,6620.3,1.1,1.0
ECO02024,6989.2,8.51,10.82,210.022,8.17,6989.2,1.29,1.0
ECO02025,6775.7,8.77,10.81,210.066,20.25,6775.7,1.23,1.0
ECO02026,5997.1,9.27,11.53,210.398,9.309,6027.2,1.13,1.0
ECO02027,7031.2,8.39,11.73,210.616,18.506,7056.0,1.52,1.0
ECO02028,7279.5,8.73,10.88,153.171,45.731,7279.5,1.13,1.0
ECO02029,6700.7,8.21,11.08,210.756,9.38,6689.7,1.33,1.0
ECO02030,7381.5,8.83,10.85,210.795,8.957,7381.5,1.14,1.0
ECO02031,6859.6,9.13,11.96,210.843,8.913,6966.6,1.27,1.0
ECO02032,6735.7,8.93,10.83,211.62,15.06,6735.7,1.17,1.0
ECO02033,7232.3,8.55,11.17,211.839,18.038,7222.9,1.2,1.0
ECO02034,7268.9,8.43,11.17,211.988,17.979,7222.9,1.44,1.0
ECO02035,6915.5,8.63,10.87,212.298,14.91,6915.5,1.18,1.0
ECO02036,5676.0,8.59,10.8,217.465,19.16,5676.0,1.29,1.0
ECO02037,5765.1,8.57,10.78,218.39,18.35,5765.1,1.37,1.0
ECO02038,7158.6,8.55,10.77,153.746,48.371,7158.6,1.49,1.0
ECO02039,6390.2,8.55,10.78,220.514,15.644,6390.2,1.46,1.0
ECO02040,6343.5,8.57,11.03,221.964,17.394,6291.3,1.29,1.0
ECO02041,7013.4,8.55,10.81,221.993,8.321,7013.4,1.31,1.0
ECO02042,6478.0,8.45,10.84,224.051,5.733,6478.0,1.25,1.0
ECO02043,6823.2,8.79,12.41,225.438,26.004,6763.2,1.13,1.0
ECO02044,6894.1,8.85,13.25,226.673,12.854,6673.0,1.21,1.0
ECO02045,6321.5,8.35,10.81,226.689,14.504,6321.5,1.41,1.0
ECO02046,7389.7,9.01,10.79,227.045,16.091,7389.7,1.26,1.0
ECO02047,6317.4,8.89,11.81,227.104,21.829,6298.2,1.2,1.0
ECO02048,6192.0,8.79,10.81,227.189,22.101,6192.0,1.31,1.0
ECO02049,7265.2,8.75,10.79,154.077,20.739,7265.2,1.28,1.0
ECO02050,6767.5,8.53,11.45,228.551,13.81,6713.3,1.26,1.0
ECO02051,7045.9,8.25,10.79,229.01,13.599,7045.9,1.53,1.0
ECO02052,6661.8,8.57,10.82,229.835,12.001,6661.8,1.24,1.0
ECO02053,7362.8,8.69,10.97,230.354,14.245,7399.5,1.33,1.0
ECO02054,6786.1,8.79,11.85,230.364,15.118,6791.6,1.19,1.0
ECO02055,6790.7,8.65,11.84,230.417,15.286,6819.4,1.24,1.0
ECO02056,7436.3,8.71,10.97,230.452,14.339,7399.5,1.19,1.0
ECO02057,7274.4,9.03,11.86,230.711,15.022,7177.1,1.4,1.0
ECO02058,6761.6,8.85,12.01,230.822,12.701,6632.7,1.19,1.0
ECO02059,7255.6,8.67,10.84,230.824,16.086,7255.6,1.21,1.0
ECO02060,7271.5,8.51,10.83,135.708,37.259,7271.5,1.28,1.0
ECO02061,7172.8,8.45,10.76,154.13,45.365,7172.8,1.44,1.0
ECO02062,6853.7,8.51,10.81,230.956,17.761,6853.7,1.3,1.0
ECO02063,6384.9,8.65,11.83,231.245,4.79,6454.2,1.16,1.0
ECO02064,7012.2,8.63,11.43,231.261,12.853,7057.2,1.31,1.0
ECO02065,6489.3,8.61,10.83,231.38,6.32,6489.3,1.21,1.0
ECO02066,7004.1,8.65,10.83,231.878,15.488,7004.1,1.24,1.0
ECO02067,7107.3,8.61,10.82,231.994,17.131,7107.3,1.31,1.0
ECO02068,6270.8,8.55,10.86,232.171,1.378,6270.8,1.19,1.0
ECO02069,7074.1,8.95,12.62,233.404,21.054,7132.0,1.28,1.0
ECO02070,6209.5,8.43,10.81,234.509,5.253,6209.5,1.3,1.0
ECO02071,7354.2,8.89,10.87,234.67,22.444,7354.2,1.13,1.0
ECO02072,7143.7,8.45,10.78,154.163,40.521,7143.7,1.48,1.0
ECO02073,7337.6,8.63,10.8,153.646,11.335,7337.6,1.32,1.0
ECO02074,6731.4,9.15,11.02,233.787,28.7,6731.4,1.11,1.0
ECO02075,6940.0,8.45,10.85,202.4,4.478,6940.0,1.25,1.0
ECO02076,7461.4,9.15,10.97,175.725,11.808,7461.4,1.05,1.0
ECO02077,7446.5,8.53,10.85,167.475,13.956,7446.5,1.22,1.0
ECO02078,6284.5,9.31,11.13,162.704,15.324,6283.1,1.1,1.0
ECO02079,2649.7,8.51,10.76,224.689,41.765,2649.7,1.55,1.0
ECO02080,7017.6,8.57,10.77,154.597,32.08,7017.6,1.36,1.0
ECO02081,7378.8,9.51,13.34,186.86,8.843,7176.0,1.05,1.0
ECO02082,7302.1,9.51,14.45,194.904,28.018,6589.0,1.04,1.42
ECO02083,6360.8,8.95,10.91,166.421,-0.1,6360.8,1.06,1.0
ECO02084,7403.1,8.29,10.75,187.72,1.821,7403.1,1.5,1.0
ECO02085,7457.1,8.31,10.8,140.44,25.01,7457.1,1.47,1.0
ECO02086,7163.6,8.17,12.43,210.784,-0.592,7274.6,1.63,1.0
ECO02087,7102.6,8.41,10.75,209.885,-0.216,7102.6,1.61,1.0
ECO02088,7342.1,8.57,10.82,156.766,32.962,7342.1,1.29,1.0
ECO02089,7163.6,9.13,10.76,199.754,0.763,7163.6,1.48,1.0
ECO02090,7441.4,8.91,10.93,145.747,7.285,7441.4,1.13,1.0
ECO02091,7048.2,8.47,13.89,139.867,33.653,6780.8,1.33,1.0
ECO02092,6419.8,8.49,10.84,157.699,32.251,6419.8,1.24,1.0
ECO02093,7444.9,8.47,10.77,170.651,-0.525,7444.9,1.49,1.0
ECO02094,7172.7,8.37,10.75,202.787,0.692,7172.7,1.47,1.0
ECO02095,6396.8,8.65,10.83,159.527,30.716,6396.8,1.27,1.0
ECO02096,7449.1,10.37,11.62,213.068,-0.633,7437.1,1.09,1.0
ECO02097,7422.6,8.97,10.97,151.832,9.862,7422.6,1.07,1.0
ECO02098,7419.2,8.79,10.92,179.717,20.975,7359.5,1.32,1.0
ECO02099,7466.3,8.51,10.8,186.19,13.34,7466.3,1.39,1.0
ECO02100,6681.7,8.43,10.8,159.86,34.291,6681.7,1.33,1.0
ECO02101,7442.6,9.21,11.02,130.677,1.952,7442.6,1.11,1.0
ECO02102,6823.5,8.45,10.75,167.682,4.493,6823.5,1.54,1.0
ECO02103,6140.7,8.51,10.75,172.17,4.772,6140.7,1.57,1.0
ECO02104,7296.0,8.41,11.07,193.692,4.9,7347.4,1.15,1.0
ECO02105,7011.6,8.63,10.82,196.584,4.15,7011.6,1.27,1.0
ECO02106,3660.5,9.65,11.12,165.174,4.125,3605.6,1.07,1.0
ECO02107,7256.6,8.89,10.79,160.208,37.679,7256.6,1.38,1.0
ECO02108,7458.4,8.65,10.81,160.214,37.954,7458.4,1.34,1.0
ECO02109,6819.5,8.67,11.43,136.086,29.889,6817.0,1.27,1.0
ECO02110,7407.6,9.15,10.81,160.863,43.96,7407.6,1.25,1.0
ECO02111,7160.2,8.83,11.48,160.964,37.535,7219.9,1.17,1.0
ECO02112,7053.3,8.75,10.86,160.999,37.823,7053.3,1.17,1.0
ECO02113,7256.2,7.01,11.48,161.18,37.576,7219.9,1.62,1.0
ECO02114,7400.4,8.81,10.87,161.743,38.458,7400.4,1.15,1.0
ECO02115,6281.4,8.57,10.87,161.747,29.97,6281.4,1.17,1.0
ECO02116,7248.0,8.39,10.75,162.362,42.248,7248.0,1.48,1.0
ECO02117,7127.0,8.75,10.79,162.778,34.774,7127.0,1.34,1.0
ECO02118,7168.5,8.33,10.78,163.025,35.984,7168.5,1.48,1.0
ECO02119,7178.1,8.47,10.79,163.663,42.534,7178.1,1.39,1.0
ECO02120,3534.8,10.23,11.63,130.095,23.539,3534.8,1.07,1.0
ECO02121,6170.1,10.19,11.44,130.781,18.222,6170.1,1.09,1.0
ECO02122,4024.5,10.17,11.35,136.186,18.811,4024.5,1.17,1.0
ECO02123,5760.2,9.59,11.86,172.171,19.731,5784.6,1.09,1.0
ECO02124,6701.8,8.71,10.91,202.628,17.563,6701.8,1.15,1.0
ECO02125,6542.2,9.09,11.15,202.434,17.004,6542.2,1.16,1.0
ECO02126,6983.5,9.33,11.17,186.836,18.715,6983.5,1.14,1.0
ECO02127,5819.8,9.05,11.06,146.665,15.277,5819.8,1.12,1.0
ECO02128,4612.2,8.51,11.67,149.05,15.701,4309.5,1.18,1.0
ECO02129,6453.4,9.27,11.02,152.123,16.729,6453.4,1.1,1.0
ECO02130,6571.6,9.97,11.38,153.117,16.902,6524.3,1.13,1.0
ECO02131,6071.2,9.41,11.02,158.392,17.742,6071.2,1.08,1.0
ECO02132,4197.6,8.69,10.83,144.127,15.549,4197.6,1.25,1.0
ECO02133,6032.9,8.77,10.96,159.695,17.972,6032.9,1.09,1.0
ECO02134,6154.6,10.03,13.19,172.166,9.099,6155.3,1.03,1.0
ECO02135,5906.5,8.81,10.93,152.149,14.472,5906.5,1.15,1.0
ECO02136,7071.3,9.55,12.46,150.553,13.734,7065.6,1.05,1.0
ECO02137,7115.8,9.15,11.12,147.389,14.203,7115.8,1.12,1.0
ECO02138,4870.9,9.39,10.86,138.307,11.771,4870.9,1.08,1.0
ECO02139,3744.6,8.69,10.95,145.597,14.63,3744.6,1.14,1.0
ECO02140,4786.4,8.79,11.91,138.783,11.764,4852.4,1.15,1.0
ECO02141,5718.4,9.71,11.12,147.144,14.899,5718.4,1.09,1.0
ECO02142,5759.6,9.03,10.89,143.003,12.262,5759.6,1.08,1.0
ECO02143,7344.6,8.97,11.08,147.409,14.776,7344.6,1.09,1.0
ECO02144,6662.6,9.83,11.24,151.789,15.549,6662.6,1.11,1.0
ECO02145,6188.4,10.77,12.86,172.21,20.795,6232.8,1.0,1.0
ECO02146,6887.1,8.83,12.25,146.575,13.746,6913.8,1.1,1.0
ECO02147,6704.7,9.41,12.25,146.689,13.783,6913.8,1.03,1.0
ECO02148,6979.4,9.75,12.25,146.743,13.755,6913.8,1.08,1.0
ECO02149,7142.7,8.59,10.9,146.989,13.826,7142.7,1.13,1.0
ECO02150,6598.9,8.77,10.92,159.092,15.352,6598.9,1.1,1.0
ECO02151,5881.0,9.39,11.12,153.303,14.881,5881.0,1.12,1.0
ECO02152,4614.5,8.81,10.84,150.271,14.948,4614.5,1.17,1.0
ECO02153,5796.4,9.63,11.01,146.872,14.213,5796.4,1.0,1.0
ECO02154,6901.6,9.03,11.1,185.217,19.004,6901.6,1.12,1.0
ECO02155,6640.2,8.95,10.92,190.557,18.938,6640.2,1.14,1.0
ECO02156,6364.8,10.43,11.68,172.246,38.851,6305.1,1.06,1.0
ECO02157,5976.8,10.07,12.16,134.396,17.218,6037.8,1.14,1.0
ECO02158,3730.9,8.43,11.49,135.051,17.583,3776.1,1.18,1.0
ECO02159,6738.7,8.87,11.01,187.979,19.108,6738.7,1.08,1.0
ECO02160,6722.0,8.73,11.13,196.791,18.652,6727.8,1.15,1.0
ECO02161,6733.1,9.05,11.13,196.829,18.595,6727.8,1.03,1.0
ECO02162,6724.1,9.27,11.25,187.297,20.367,6724.1,1.09,1.0
ECO02163,5384.3,8.61,10.86,186.178,20.258,5384.3,1.19,1.0
ECO02164,6840.6,9.13,11.37,180.676,21.091,6898.7,1.06,1.0
ECO02165,6929.0,8.89,11.05,183.055,21.141,6986.4,1.14,1.0
ECO02166,6343.5,9.85,11.48,172.244,22.091,6343.5,1.15,1.0
ECO02167,6923.8,9.01,11.04,193.542,21.001,6923.8,1.13,1.0
ECO02168,6761.0,9.13,10.95,188.188,21.024,6761.0,1.08,1.0
ECO02169,6260.5,8.35,10.8,184.648,20.696,6260.5,1.45,1.0
ECO02170,6638.9,8.95,11.48,180.388,21.085,6707.5,1.09,1.0
ECO02171,7456.9,9.49,11.09,187.879,46.535,7456.9,1.11,1.0
ECO02172,7451.6,10.95,12.5,195.794,47.394,7312.3,1.01,1.0
ECO02173,4814.2,8.99,10.89,211.054,8.517,4814.2,1.1,1.0
ECO02174,5355.9,8.81,11.69,210.867,8.967,5378.2,1.13,1.0
ECO02175,7015.0,9.35,11.26,233.913,2.427,7015.0,1.13,1.0
ECO02176,7438.8,9.39,11.19,235.868,2.329,7438.8,1.1,1.0
ECO02177,6255.2,10.67,12.86,172.249,20.74,6232.8,1.05,1.0
ECO02178,6112.6,8.83,11.07,164.171,9.419,6135.2,1.09,1.0
ECO02179,3642.3,8.91,10.84,149.279,46.08,3642.3,1.19,1.0
ECO02180,6324.6,9.79,13.47,162.652,8.559,6361.0,1.06,1.0
ECO02181,6557.9,9.91,13.47,162.728,8.515,6361.0,1.06,1.0
ECO02182,6158.3,9.27,13.47,162.836,8.445,6361.0,1.13,1.0
ECO02183,6797.2,10.11,13.47,162.853,8.557,6361.0,1.04,1.0
ECO02184,6518.1,9.63,11.01,163.024,8.5,6518.1,1.06,1.0
ECO02185,6921.9,8.85,10.88,163.072,8.473,6921.9,1.15,1.0
ECO02186,6025.6,8.63,10.83,163.388,8.652,6025.6,1.24,1.0
