NAME,CZ,LOGMSTAR,LOGMH,RADEG,DEDEG,GRPCZ,CCR,CCB
ECO06351,6914.8,9.03,11.99,203.266,9.503,6979.9,1.1,1.0
ECO06352,7386.2,10.85,12.83,203.305,33.11,7283.1,1.01,1.0
ECO06353,7403.6,10.55,11.66,203.318,34.537,7403.6,1.07,1.0
ECO06354,5842.0,9.45,11.22,203.427,36.318,5842.0,1.16,1.0
ECO06355,6494.3,10.13,12.74,203.52,3.347,6565.5,1.08,1.0
ECO06356,7146.0,10.39,13.29,203.578,34.863,7195.1,1.08,1.0
ECO06357,4752.2,9.77,11.23,148.016,19.651,4752.2,1.09,1.0
ECO06358,7063.4,9.25,11.17,203.636,36.048,7063.4,1.16,1.0
ECO06359,7255.2,10.83,12.1,203.668,32.951,7335.3,1.03,1.0
ECO06360,6797.0,8.35,11.83,203.712,4.237,6805.0,1.25,1.0
ECO06361,7315.6,10.07,11.25,203.765,13.922,7315.6,1.04,1.0
ECO06362,2793.9,8.73,11.37,203.817,44.761,2740.5,1.16,1.0
ECO06363,6888.1,9.95,11.34,203.918,3.293,6997.7,1.07,1.0
ECO06364,3764.9,8.85,10.89,204.089,-0.461,3764.9,1.14,1.0
ECO06365,6920.1,9.93,11.4,204.149,8.193,7056.1,1.07,1.0
ECO06366,6786.0,8.97,10.99,204.156,1.26,6786.0,1.12,1.0
ECO06367,7117.0,9.71,11.22,204.209,5.852,7117.0,1.09,1.0
ECO06368,5874.8,10.37,11.99,148.048,1.095,6003.2,1.06,1.0
ECO06369,6937.3,10.05,11.67,204.239,3.493,6973.7,1.08,1.0
ECO06370,4060.7,9.61,11.58,204.363,38.616,4142.1,1.09,1.0
ECO06371,6625.9,9.37,11.15,204.527,0.021,6625.9,1.12,1.0
ECO06372,7087.2,9.59,11.18,204.557,6.466,7087.2,1.14,1.0
ECO06373,6527.7,9.01,11.08,204.564,-0.398,6527.7,1.13,1.0
ECO06374,5330.4,9.07,11.07,204.62,2.529,5330.4,1.13,1.0
ECO06375,6660.8,9.17,11.95,204.619,0.51,6695.8,1.1,1.0
ECO06376,4869.8,9.25,11.08,204.624,30.986,4869.8,1.12,1.0
ECO06377,6788.1,9.25,11.95,204.666,0.546,6695.8,1.15,1.0
ECO06378,6950.7,9.87,11.4,204.769,2.164,6942.7,1.13,1.0
ECO06379,7397.1,9.79,11.45,148.234,46.929,7397.1,1.11,1.0
ECO06380,6610.6,9.25,11.14,204.956,-0.33,6610.6,1.1,1.0
ECO06381,5162.4,8.99,11.0,204.949,47.553,5162.4,1.1,1.0
ECO06382,6611.0,8.97,11.01,204.964,-0.753,6611.0,1.1,1.0
ECO06383,7317.4,10.53,11.59,205.011,40.421,7317.4,1.12,1.0
ECO06384,3632.1,8.65,10.84,205.133,0.006,3632.1,1.23,1.0
ECO06385,4127.3,9.03,10.98,205.151,34.294,4127.3,1.12,1.0
ECO06386,5786.1,9.33,11.16,205.293,37.019,5786.1,1.15,1.0
ECO06387,5091.9,9.45,11.05,205.495,2.312,5091.9,1.11,1.0
ECO06388,4748.5,9.25,11.16,205.523,32.028,4817.9,1.13,1.0
ECO06389,3498.4,9.13,11.01,205.578,38.537,3498.4,1.06,1.0
ECO06390,4819.1,10.45,12.07,148.226,42.848,4815.6,1.02,1.0
ECO06391,6753.5,9.89,11.33,205.572,4.62,6798.5,1.08,1.0
ECO06392,6522.2,9.53,11.26,205.584,36.954,6522.2,1.14,1.0
ECO06393,7100.2,10.21,11.39,205.635,26.233,7100.2,1.15,1.0
ECO06394,5463.2,9.75,11.29,205.742,3.254,5452.7,1.11,1.0
ECO06395,6686.6,10.01,11.32,205.831,1.322,6686.6,1.07,1.0
ECO06396,7361.1,9.35,11.22,205.841,0.629,7361.1,1.16,1.0
ECO06397,6934.2,10.45,11.61,206.104,5.125,7015.8,1.08,1.0
ECO06398,6828.0,9.25,12.37,206.156,5.852,6769.9,1.14,1.0
ECO06399,6839.1,9.99,11.29,206.173,4.942,6839.1,1.12,1.0
ECO06400,6698.5,10.25,11.41,206.186,15.524,6698.5,1.08,1.0
ECO06401,4808.6,10.45,11.9,148.123,2.154,4839.1,1.04,1.0
ECO06402,3381.1,8.57,10.82,206.616,39.678,3381.1,1.24,1.0
ECO06403,5294.2,9.27,11.0,206.623,3.878,5294.2,1.11,1.0
ECO06404,5062.4,9.23,11.08,206.747,35.306,5062.4,1.08,1.0
ECO06405,5013.5,10.17,12.07,206.795,34.089,4977.0,1.07,1.0
ECO06406,7428.0,9.47,11.23,206.781,1.913,7428.0,1.1,1.0
ECO06407,2717.1,8.89,10.92,206.891,40.351,2717.1,1.08,1.0
ECO06408,6965.6,10.01,11.43,206.94,22.126,6965.6,1.08,1.0
ECO06409,6950.4,9.53,11.31,207.001,4.988,6950.4,1.07,1.0
ECO06410,2774.9,9.37,11.01,207.188,41.71,2774.9,1.04,1.0
ECO06411,6713.6,9.51,11.19,207.201,6.352,6713.6,1.14,1.0
ECO06412,7217.0,10.23,12.23,148.246,19.632,7158.6,1.07,1.0
ECO06413,5273.9,9.35,12.09,207.396,35.253,5141.2,1.13,1.0
ECO06414,2837.6,9.19,13.23,207.44,39.714,2674.7,1.23,1.0
ECO06415,4554.2,9.01,10.98,207.499,34.179,4554.2,1.13,1.0
ECO06416,7191.1,9.59,11.2,207.58,7.793,7191.1,1.12,1.0
ECO06417,7286.2,9.63,11.26,207.586,3.015,7286.2,1.08,1.0
ECO06418,6443.3,9.71,12.25,207.636,35.132,6419.3,1.12,1.0
ECO06419,3446.7,8.99,11.09,207.753,24.091,3446.7,1.08,1.0
ECO06420,6858.6,9.33,11.46,207.776,8.344,6873.2,1.09,1.0
ECO06421,2558.0,9.23,13.23,207.856,40.213,2674.7,1.06,1.0
ECO06422,4291.2,8.75,10.94,208.017,3.369,4291.2,1.12,1.0
ECO06423,5394.5,9.51,11.38,148.326,36.086,5394.5,1.07,1.0
ECO06424,7322.0,10.29,11.5,208.048,14.0,7322.0,1.08,1.0
ECO06425,7059.0,9.87,13.36,208.051,2.404,7047.2,1.13,1.0
ECO06426,7050.4,10.29,13.36,208.061,2.359,7047.2,1.07,1.0
ECO06427,6947.0,10.45,13.36,208.095,2.346,7047.2,1.09,1.0
ECO06428,6794.1,9.89,11.28,208.161,3.464,6794.1,1.07,1.0
ECO06429,2726.4,8.47,13.23,208.243,39.719,2674.7,1.33,1.0
ECO06430,7314.7,10.55,12.46,208.245,37.363,7343.2,1.14,1.0
ECO06431,7151.5,9.63,11.29,208.254,14.953,7151.5,1.07,1.0
ECO06432,7461.5,10.61,12.46,208.512,37.381,7343.2,1.07,1.0
ECO06433,5403.7,9.75,11.46,208.526,5.356,5403.7,1.13,1.0
ECO06434,7360.9,10.41,11.67,148.313,11.248,7360.9,1.11,1.0
ECO06435,4382.0,8.97,11.11,208.81,1.908,4351.4,1.13,1.0
ECO06436,7010.5,9.53,11.28,209.061,12.806,7010.5,1.07,1.0
ECO06437,6988.8,9.63,11.16,209.438,13.475,6988.8,1.09,1.0
ECO06438,5637.1,9.55,12.99,209.878,38.793,5713.7,1.13,1.0
ECO06439,3897.2,8.81,11.28,209.93,40.387,3879.2,1.09,1.0
ECO06440,3139.9,8.73,10.79,210.001,37.307,3139.9,1.29,1.0
ECO06441,5776.1,9.83,11.25,210.067,9.289,5729.4,1.07,1.0
ECO06442,6909.2,10.33,11.49,210.132,12.304,6909.2,1.1,1.0
ECO06443,4570.1,8.89,11.48,210.129,8.651,4685.0,1.14,1.0
ECO06444,5591.2,9.47,11.17,210.319,13.413,5591.2,1.12,1.0
ECO06445,3579.5,10.79,11.81,148.334,0.698,3579.5,1.08,1.0
ECO06446,4925.9,9.07,10.96,210.372,9.154,4925.9,1.09,1.0
ECO06447,7221.7,9.35,11.12,210.443,1.157,7221.7,1.12,1.0
ECO06448,6807.6,9.35,11.37,210.486,12.38,6807.6,1.04,1.0
ECO06449,5651.5,10.11,11.49,210.486,9.533,5651.6,1.16,1.0
ECO06450,5651.6,9.21,11.49,210.534,9.567,5651.6,1.14,1.0
ECO06451,5778.1,9.69,13.7,210.528,9.06,5941.5,1.14,1.0
ECO06452,6085.6,10.45,12.99,210.597,38.71,5713.7,1.08,1.0
ECO06453,7179.8,9.03,11.08,210.674,1.89,7179.8,1.13,1.0
ECO06454,5841.0,8.97,13.7,210.676,9.164,5941.5,1.12,1.0
ECO06455,5964.1,10.19,12.12,210.69,39.136,5922.4,1.08,1.0
ECO06456,5194.3,9.67,11.35,148.358,7.865,5194.3,1.13,1.0
ECO06457,5846.9,9.43,11.4,210.712,8.78,5873.8,1.14,1.0
ECO06458,5900.6,9.53,11.4,210.723,8.892,5873.8,1.1,1.0
ECO06459,7233.6,9.71,11.35,210.735,6.779,7233.6,1.17,1.0
ECO06460,5299.4,9.37,11.19,210.8,11.72,5299.4,1.14,1.0
ECO06461,5130.5,8.91,11.01,210.791,12.17,5130.5,1.14,1.0
ECO06462,5849.3,10.01,12.99,210.792,38.768,5713.7,1.14,1.0
ECO06463,6397.3,9.89,11.22,210.997,15.656,6397.3,1.08,1.0
ECO06464,3661.2,8.95,10.95,211.062,36.726,3661.2,1.11,1.0
ECO06465,7109.9,9.39,11.22,211.144,38.55,7109.9,1.16,1.0
ECO06466,4621.3,9.13,11.1,211.275,9.339,4621.3,1.07,1.0
ECO06467,3871.2,9.97,11.81,148.485,23.383,3897.8,1.14,1.0
ECO06468,5028.5,8.39,10.85,211.36,3.033,5028.5,1.2,1.0
ECO06469,4188.8,10.19,11.31,211.37,34.922,4188.8,1.14,1.0
ECO06470,6514.6,9.45,11.19,211.412,13.669,6514.6,1.09,1.0
ECO06471,4035.3,8.63,10.9,211.677,44.432,4035.3,1.1,1.0
ECO06472,7462.4,9.57,11.4,212.132,-0.127,7462.4,1.05,1.0
ECO06473,6858.6,8.85,11.26,212.128,12.801,6901.8,1.14,1.0
ECO06474,6797.9,9.49,11.19,212.204,27.255,6797.9,1.13,1.0
ECO06475,7110.7,10.07,13.05,212.19,8.862,7177.4,1.22,1.0
ECO06476,6613.7,8.85,10.97,212.367,37.687,6613.7,1.12,1.0
ECO06477,7078.9,10.27,11.38,212.418,-0.656,7078.9,1.08,1.0
ECO06478,6107.3,10.01,11.36,148.432,2.374,6107.3,1.08,1.0
ECO06479,5579.7,9.37,11.32,212.59,38.888,5658.3,1.11,1.0
ECO06480,5736.8,9.33,11.32,212.748,38.765,5658.3,1.15,1.0
ECO06481,7368.3,9.95,11.41,212.93,0.72,7368.3,1.07,1.0
ECO06482,5253.6,9.15,11.07,213.166,1.755,5253.6,1.11,1.0
ECO06483,6244.6,9.37,11.1,213.183,38.435,6244.6,1.12,1.0
ECO06484,5651.8,9.75,11.15,213.39,39.885,5651.8,1.09,1.0
ECO06485,7397.5,10.25,11.96,213.425,8.222,7339.6,1.09,1.0
ECO06486,3276.4,9.87,11.17,213.562,35.424,3276.4,1.09,1.0
ECO06487,7221.7,10.57,11.77,213.783,3.113,7221.7,1.05,1.0
ECO06488,7451.0,9.73,11.3,213.85,8.011,7451.0,1.12,1.0
ECO06489,4734.5,9.69,11.25,148.464,13.615,4734.5,1.09,1.0
ECO06490,6188.8,9.51,11.2,213.941,40.105,6188.8,1.12,1.0
ECO06491,6771.0,8.89,11.16,214.214,32.803,6732.9,1.15,1.0
ECO06492,4509.8,9.13,11.1,214.606,25.502,4509.8,1.14,1.0
ECO06493,5414.0,9.17,12.15,214.756,24.944,5313.9,1.14,1.0
ECO06494,5365.3,9.19,11.76,214.769,17.751,5459.8,1.09,1.0
ECO06495,3250.9,9.45,13.09,214.809,36.359,3322.1,1.06,1.0
ECO06496,6368.3,9.35,11.19,214.904,38.234,6368.3,1.15,1.0
ECO06497,7450.7,9.23,11.18,214.976,33.424,7450.7,1.11,1.0
ECO06498,7288.9,9.77,11.22,214.991,11.962,7288.9,1.1,1.0
ECO06499,3696.6,9.01,10.94,215.008,35.654,3696.6,1.13,1.0
ECO06500,6136.4,9.91,11.74,148.561,31.622,6260.4,1.1,1.0
ECO06501,4517.4,9.81,11.18,215.204,25.959,4517.4,1.08,1.0
ECO06502,4971.0,9.47,11.07,215.328,12.506,4971.0,1.11,1.0
ECO06503,3457.2,8.75,10.87,215.34,36.428,3457.2,1.16,1.0
ECO06504,5177.6,10.33,11.5,215.468,23.517,5308.9,1.2,1.0
ECO06505,5297.3,9.57,11.17,215.47,24.107,5297.3,1.1,1.0
ECO06506,3237.6,9.37,11.06,215.482,34.805,3294.2,1.06,1.0
ECO06507,5359.1,10.15,13.13,215.722,40.31,5559.7,1.07,1.0
ECO06508,4550.2,10.17,11.59,216.363,25.526,4634.2,1.15,1.0
ECO06509,5160.4,8.75,10.87,216.392,13.816,5160.4,1.15,1.0
ECO06510,5032.8,8.95,11.41,216.583,25.401,5025.5,1.14,1.0
ECO06511,4039.5,9.91,11.81,148.574,23.288,3897.8,1.1,1.0
ECO06512,6914.5,9.77,11.54,216.94,-0.603,6914.5,1.11,1.0
ECO06513,5307.3,8.35,10.77,216.934,13.442,5307.3,1.4,1.0
ECO06514,4015.8,9.41,13.54,217.053,25.83,4479.8,1.08,1.0
ECO06515,4133.6,10.03,13.54,217.15,25.709,4479.8,1.06,1.0
ECO06516,4486.2,9.81,12.71,217.195,27.251,4295.1,1.07,1.0
ECO06517,2550.0,9.79,11.1,217.31,44.699,2550.0,1.02,1.0
ECO06518,5395.6,9.91,11.32,217.728,40.714,5395.6,1.12,1.0
ECO06519,4159.9,9.23,11.01,217.765,35.521,4159.9,1.08,1.0
ECO06520,3791.7,9.09,12.19,217.99,36.303,3915.1,1.06,1.0
ECO06521,4870.5,9.33,11.85,218.063,26.326,4844.8,1.15,1.0
ECO06522,7196.8,10.03,11.77,148.545,2.287,7196.8,1.03,1.0
ECO06523,6885.4,9.33,11.03,218.069,40.462,6885.4,1.09,1.0
ECO06524,7015.5,9.29,11.11,218.136,5.671,7015.5,1.13,1.0
ECO06525,4868.1,9.39,11.85,218.336,26.208,4844.8,1.15,1.0
ECO06526,5440.7,9.41,11.36,218.39,40.805,5407.9,1.16,1.0
ECO06527,7383.3,10.35,11.47,218.489,5.584,7419.7,1.14,1.0
ECO06528,5602.1,9.55,11.27,218.632,19.742,5602.1,1.14,1.0
ECO06529,4874.5,9.09,11.07,219.161,41.079,4874.5,1.13,1.0
ECO06530,5463.2,10.37,11.41,219.167,41.16,5463.2,1.12,1.0
ECO06531,6048.2,9.25,11.15,219.295,39.654,6048.2,1.15,1.0
ECO06532,5779.4,10.53,11.76,148.665,37.409,5733.9,1.1,1.0
ECO06533,5497.0,9.37,11.27,219.495,41.342,5497.0,1.13,1.0
ECO06534,4507.3,9.37,11.22,219.527,37.01,4507.3,1.16,1.0
ECO06535,4357.4,9.53,12.88,219.531,36.457,4323.7,1.09,1.0
ECO06536,5531.6,9.15,11.01,219.695,7.617,5531.6,1.11,1.0
ECO06537,3954.5,8.93,10.95,219.788,38.264,3954.5,1.08,1.0
ECO06538,5796.7,9.09,10.97,219.951,41.047,5796.7,1.09,1.0
ECO06539,7348.6,10.59,11.77,220.123,3.433,7293.9,1.08,1.0
ECO06540,5765.5,9.15,11.08,220.526,41.652,5765.5,1.11,1.0
ECO06541,5386.0,9.09,10.92,220.633,42.476,5386.0,1.08,1.0
ECO06542,4246.6,10.09,11.38,220.641,37.452,4321.0,1.13,1.0
ECO06543,5046.0,10.59,11.73,148.702,37.687,5087.6,1.07,1.0
ECO06544,5246.4,9.33,11.14,220.76,41.511,5246.4,1.11,1.0
ECO06545,3809.4,8.77,10.91,220.853,28.301,3809.4,1.16,1.0
ECO06546,7453.0,9.43,11.49,221.094,40.792,7414.9,1.11,1.0
ECO06547,4354.9,9.53,11.13,221.148,37.482,4354.9,1.11,1.0
ECO06548,7442.9,9.57,11.49,221.199,40.82,7414.9,1.08,1.0
ECO06549,5801.1,9.33,11.07,221.245,40.875,5801.1,1.12,1.0
ECO06550,4662.4,9.81,12.11,221.309,38.729,4480.4,1.08,1.0
ECO06551,4473.1,8.93,11.0,221.789,24.836,4473.1,1.11,1.0
ECO06552,5733.6,10.85,12.04,222.107,41.639,5733.6,1.01,1.0
ECO06553,6398.1,10.09,11.48,222.658,22.734,6398.1,1.1,1.0
ECO06554,5819.2,9.21,11.5,148.692,13.375,5702.8,1.15,1.0
ECO06555,6778.9,10.29,11.5,223.311,46.486,6778.9,1.1,1.0
ECO06556,5526.7,9.61,13.09,223.468,42.563,5600.1,1.15,1.0
ECO06557,5885.8,9.59,12.23,223.8,18.12,6059.2,1.12,1.0
ECO06558,3588.6,9.15,10.95,223.816,48.366,3588.6,1.09,1.0
ECO06559,5100.4,9.39,11.21,224.37,40.989,5100.4,1.12,1.0
ECO06560,2731.0,8.97,11.08,224.895,32.841,2770.7,1.07,1.0
ECO06561,5749.3,9.35,11.09,224.939,44.314,5749.3,1.13,1.0
ECO06562,4814.4,8.87,11.06,225.059,46.436,4814.4,1.1,1.0
ECO06563,5586.6,10.25,11.59,225.203,23.595,5629.5,1.15,1.0
ECO06564,5047.7,9.15,11.22,225.593,41.922,5062.2,1.13,1.0
ECO06565,6429.3,10.01,11.53,148.806,31.492,6429.3,1.07,1.0
ECO06566,5014.0,9.07,11.08,225.674,19.827,5014.0,1.08,1.0
ECO06567,2983.1,8.93,10.93,225.878,27.825,2983.1,1.08,1.0
ECO06568,5184.9,9.49,11.23,226.369,43.11,5184.9,1.12,1.0
ECO06569,5188.4,9.21,11.28,226.487,42.226,5188.4,1.14,1.0
ECO06570,5160.8,9.61,11.26,226.636,46.618,5160.8,1.15,1.0
ECO06571,6416.3,10.39,11.5,228.592,22.909,6416.3,1.08,1.0
ECO06572,5529.2,9.19,12.22,229.355,42.956,5570.1,1.14,1.0
ECO06573,2738.2,8.87,10.93,229.812,44.916,2738.2,1.09,1.0
ECO06574,5251.8,9.07,12.09,229.831,45.79,5277.9,1.11,1.0
ECO06575,6592.6,9.49,12.01,230.842,12.693,6632.7,1.12,1.0
ECO06576,7173.1,10.09,11.93,148.785,14.292,7103.7,1.11,1.0
ECO06577,7120.6,10.29,11.42,230.912,37.807,7120.6,1.08,1.0
ECO06578,5805.5,9.39,11.38,231.205,42.173,5801.6,1.16,1.0
ECO06579,5614.6,9.53,11.11,231.679,46.444,5614.6,1.13,1.0
ECO06580,5280.6,9.83,12.66,232.04,43.007,5561.5,1.08,1.0
ECO06581,4667.8,8.93,11.01,232.63,14.71,4667.8,1.08,1.0
ECO06582,6325.3,9.65,11.74,232.789,47.05,6393.3,1.13,1.0
ECO06583,6077.2,9.85,11.36,233.136,41.98,6077.2,1.16,1.0
ECO06584,4796.9,8.87,10.96,233.334,37.97,4796.9,1.09,1.0
ECO06585,5731.9,9.65,11.06,233.423,28.145,5731.9,1.05,1.0
ECO06586,4565.0,9.95,11.2,233.529,18.649,4565.0,1.06,1.0
ECO06587,7124.1,10.37,11.93,148.808,14.299,7103.7,1.08,1.0
ECO06588,5899.9,9.51,11.35,233.561,43.245,5797.5,1.16,1.0
ECO06589,5943.1,9.59,11.13,233.679,8.334,5943.1,1.1,1.0
ECO06590,5814.1,8.85,11.06,233.751,46.814,5814.1,1.14,1.0
ECO06591,4796.0,9.51,11.01,233.947,40.114,4796.0,1.02,1.0
ECO06592,5748.2,8.91,11.65,233.973,38.681,5741.2,1.14,1.0
ECO06593,2833.1,8.95,10.92,234.359,45.018,2833.1,1.13,1.0
ECO06594,6920.5,9.39,11.45,234.668,41.005,6920.5,1.11,1.0
ECO06595,6653.5,9.81,11.32,235.11,34.927,6653.5,1.09,1.0
ECO06596,4196.3,9.27,11.03,235.154,26.349,4196.3,1.1,1.0
ECO06597,6570.1,9.65,11.27,235.156,35.771,6570.1,1.11,1.0
ECO06598,7047.8,9.63,11.52,148.791,6.549,7044.3,1.07,1.0
ECO06599,7131.1,9.43,11.16,235.601,41.624,7131.1,1.14,1.0
ECO06600,6141.1,9.29,11.07,236.03,47.295,6141.1,1.11,1.0
ECO06601,3598.9,8.71,10.87,236.217,36.479,3598.9,1.17,1.0
ECO06602,3878.4,9.51,11.25,236.31,0.772,3878.4,1.16,1.0
ECO06603,3486.8,8.89,11.84,236.722,17.873,3437.2,1.14,1.0
ECO06604,5162.9,8.75,11.07,139.138,35.161,5171.5,1.15,1.0
ECO06605,7065.6,9.39,11.09,139.17,34.448,7065.6,1.12,1.0
ECO06606,7339.5,9.59,11.16,140.089,34.239,7339.5,1.13,1.0
ECO06607,7051.6,9.19,11.12,140.12,36.836,7051.6,1.15,1.0
ECO06608,4830.2,8.93,10.97,140.399,43.257,4830.2,1.14,1.0
ECO06609,6377.7,9.99,11.51,148.93,37.009,6377.7,1.08,1.0
ECO06610,7088.8,9.45,11.1,140.451,32.557,7088.8,1.13,1.0
ECO06611,7203.8,9.35,12.59,140.512,33.864,7067.3,1.14,1.0
ECO06612,7206.9,8.99,11.58,140.92,32.883,7149.5,1.11,1.0
ECO06613,5180.8,8.59,10.96,142.133,34.389,5180.8,1.15,1.0
ECO06614,6701.0,8.81,10.92,142.429,35.479,6701.0,1.14,1.0
ECO06615,3700.0,8.57,10.82,142.912,36.245,3700.0,1.25,1.0
ECO06616,4952.9,8.69,10.85,143.843,45.376,4952.9,1.2,1.0
ECO06617,3702.6,9.15,10.94,144.023,33.961,3702.6,1.02,1.0
ECO06618,6707.0,9.41,11.19,144.468,35.784,6707.0,1.13,1.0
ECO06619,5996.6,9.59,11.21,144.732,35.695,6032.6,1.09,1.0
ECO06620,3602.1,10.47,11.72,148.89,16.433,3602.1,1.07,1.0
ECO06621,5156.4,8.89,10.9,145.724,42.793,5156.4,1.09,1.0
ECO06622,5265.1,9.63,11.06,145.861,42.187,5265.1,1.07,1.0
ECO06623,6861.2,9.31,13.21,146.017,36.309,6623.7,1.11,1.0
ECO06624,5347.8,9.23,12.25,146.087,42.619,5348.6,1.12,1.0
ECO06625,6729.1,9.29,11.13,146.243,36.822,6729.1,1.14,1.0
ECO06626,6692.8,8.97,11.58,146.415,36.0,6533.6,1.13,1.0
ECO06627,4927.3,8.65,10.85,146.663,45.436,4927.3,1.2,1.0
ECO06628,4707.9,8.59,10.82,146.904,44.366,4707.9,1.28,1.0
ECO06629,4680.0,8.81,10.9,146.979,45.469,4680.0,1.16,1.0
ECO06630,6782.2,9.13,11.04,147.212,37.209,6782.2,1.12,1.0
ECO06631,6864.8,10.49,12.11,149.072,37.59,6787.6,1.1,1.0
ECO06632,4789.4,8.99,13.05,147.605,44.257,4720.4,1.09,1.0
ECO06633,6507.4,9.19,11.08,147.966,36.897,6507.4,1.09,1.0
ECO06634,4780.9,8.91,10.95,147.991,43.414,4780.9,1.14,1.0
ECO06635,5129.1,8.75,10.99,149.889,43.66,5129.1,1.13,1.0
ECO06636,5489.2,9.21,11.05,150.375,43.218,5489.2,1.12,1.0
ECO06637,5155.1,9.21,11.02,151.114,43.766,5155.1,1.09,1.0
ECO06638,7411.0,9.59,12.19,151.234,46.724,7211.6,1.12,1.0
ECO06639,7329.0,9.09,10.93,151.656,46.716,7329.0,1.09,1.0
ECO06640,7333.4,9.27,11.11,154.836,46.55,7333.4,1.13,1.0
ECO06641,6552.5,9.01,11.26,178.734,35.777,6444.9,1.12,1.0
ECO06642,5025.6,9.23,11.59,149.093,37.021,5138.9,1.12,1.0
ECO06643,7261.2,9.03,11.31,180.512,33.62,7192.1,1.13,1.0
ECO06644,7325.5,9.27,11.17,182.197,32.537,7325.5,1.12,1.0
ECO06645,6520.2,9.05,10.99,187.468,28.526,6520.2,1.07,1.0
ECO06646,7218.2,9.07,11.1,189.481,27.628,7218.2,1.14,1.0
ECO06647,6643.0,8.59,10.86,189.508,27.614,6643.0,1.19,1.0
ECO06648,4784.4,9.65,11.8,189.592,1.679,4911.5,1.0,1.0
ECO06649,6739.3,9.51,12.54,189.69,31.88,6808.8,1.1,1.0
ECO06650,6738.1,10.05,11.24,189.969,0.126,6738.1,1.04,1.0
ECO06651,6915.7,8.91,11.98,190.77,31.15,6918.5,1.14,1.0
ECO06652,4029.8,10.31,11.7,132.816,19.342,4075.0,1.08,1.0
ECO06653,7056.1,9.93,12.64,149.062,20.496,7241.5,1.07,1.0
ECO06654,4690.4,8.81,11.0,191.013,29.916,4690.4,1.13,1.0
ECO06655,6925.6,9.07,11.35,192.178,29.239,7021.4,1.12,1.0
ECO06656,7142.9,9.19,11.08,192.538,32.007,7142.9,1.13,1.0
ECO06657,7321.1,8.97,10.88,193.243,30.152,7321.1,1.13,1.0
ECO06658,6646.0,10.47,14.45,194.124,27.94,6589.0,1.07,1.42
ECO06659,6890.6,9.63,14.45,194.142,27.687,6589.0,1.06,1.42
ECO06660,6931.2,9.83,14.45,194.191,28.052,6589.0,1.08,1.42
ECO06661,6130.6,10.05,14.45,194.221,27.929,6589.0,1.09,1.42
ECO06662,6213.5,10.03,14.45,194.295,27.405,6589.0,1.07,1.42
ECO06663,7257.0,10.09,14.45,194.32,27.618,6589.0,1.1,1.42
ECO06664,4817.8,9.87,11.31,149.179,46.461,4817.8,1.08,1.0
ECO06665,7163.4,9.59,14.45,194.324,27.811,6589.0,1.09,1.42
ECO06666,7447.1,9.77,11.24,194.341,27.88,7447.1,1.07,1.0
ECO06667,6150.8,10.13,14.45,194.442,27.757,6589.0,1.06,1.42
ECO06668,6432.5,9.63,14.45,194.444,28.141,6589.0,1.06,1.42
ECO06669,5795.6,9.39,14.45,194.449,27.769,6589.0,1.06,1.42
ECO06670,4965.0,8.77,11.4,194.484,27.581,5012.2,1.13,1.0
ECO06671,6981.9,9.65,14.45,194.54,27.549,6589.0,1.06,1.42
ECO06672,7192.5,10.27,14.45,194.558,28.182,6589.0,1.09,1.42
ECO06673,7032.2,9.99,14.45,194.634,27.456,6589.0,1.09,1.42
ECO06674,6309.0,9.69,12.08,194.658,27.464,6017.0,1.17,1.0
ECO06675,3564.5,10.57,11.78,149.08,16.831,3596.0,1.08,1.0
ECO06676,7016.1,10.17,14.45,194.723,28.126,6589.0,1.07,1.42
ECO06677,6019.7,10.07,12.08,194.742,27.595,6017.0,1.12,1.0
ECO06678,6974.7,9.63,11.0,194.906,27.336,6974.7,1.05,1.0
ECO06679,6262.5,9.53,14.45,194.904,27.826,6589.0,1.04,1.42
ECO06680,6754.6,9.93,14.45,194.922,27.66,6589.0,1.1,1.42
ECO06681,5603.5,9.63,11.18,195.044,27.595,5600.1,1.06,1.0
ECO06682,5896.5,10.19,11.35,195.08,27.554,5890.7,1.09,1.0
ECO06683,5596.6,8.95,11.18,195.14,27.504,5600.1,1.14,1.0
ECO06684,6908.9,10.05,11.32,195.288,28.36,6908.9,1.07,1.0
ECO06685,4718.2,9.75,11.07,195.442,27.958,4718.2,1.05,1.0
ECO06686,7249.1,10.73,12.64,149.092,20.483,7241.5,1.03,1.0
ECO06687,7283.9,9.77,11.09,195.523,27.297,7283.9,1.06,1.0
ECO06688,5748.4,10.09,12.57,195.543,28.192,5837.8,1.08,1.0
ECO06689,5959.0,9.47,12.57,195.56,28.102,5837.8,1.06,1.0
ECO06690,5980.4,9.73,11.24,195.633,28.44,5965.8,1.06,1.0
ECO06691,6633.2,9.61,11.03,195.633,27.936,6633.2,1.06,1.0
ECO06692,5790.6,9.91,11.22,195.645,27.949,5790.6,1.05,1.0
ECO06693,5423.0,9.45,11.1,195.646,27.439,5447.5,1.08,1.0
ECO06694,6225.5,10.11,12.33,197.36,28.416,6025.4,1.04,1.0
ECO06695,6805.4,9.63,11.36,197.441,28.621,6893.9,1.07,1.0
ECO06696,7090.0,9.67,11.26,198.664,30.225,7090.0,1.07,1.0
ECO06697,7359.0,10.41,11.64,149.211,47.423,7359.0,1.07,1.0
ECO06698,7368.9,9.85,11.48,202.332,32.005,7259.7,1.1,1.0
